Dataset Name,Domain,Number of Variables at each time point,Number of Time Points,Time interval between points,Primary Source Repository,Link to Data,Detailed Description,Comments,Original Row #,Number of Versions,Reconciler Version,Reconciler Status,Reconciliation Notes,Informer,Monash TSER,UTSD,AutoGluon,Darts,TSLib,TSFM-Granite,TSFM-Core,TSFM-Bench,LOTSA,Prophet,NeuralForecast,Merlion,Aeon,DataLoop,NonUCR-UCI,UCR,UEA,MONSTER,Monash,Monash-Common,Monash-small,M1,M2,M3,M4,M5,M6,TSB-UAD MOMENT,TSB-UAD Full,Hackernoon,Monash Moment,Kaggle TS,FastML,Time-LLM,AutoTimes,ST-LLM,LLM-Time,LLM-Mixer,LLM-prompt,LLM-PS,One Fits All,Lag-Llama,Chronos-Pre,Chronos-Eval1,Chronos-Eval2,ChronosBolt-Pre,ChronosBolt-Eval1,ChronosBolt-Eval2,ChronosX-Eval2,ChronosX-Synth,ChronosX-Pre,ChronosX-Eval1,TS-RAGZSEval,TS-RAGPreT,Tempo,TimeBench,InstructTime,LPTM-Pre,LPTM-Eval,TS2Vec-Bench,TS2Vec-PreT,Automixer,TTM-PreT,TTM-Eval,TTM-Bench,TSMamba-ZS,TSMamba-FullShot,TimeGPT,GHPT,TimesNet,TimesFM,Time-MOE,Timer-XL,LightGTS,CiK,NSF HDR,MLCommons-EQ,@
SensorData,IoT,Not Specified,165.4,0.02 sec (50Hz),Private Logs,Not Publicly Available,"One of the largest components by time points, sourced from 'Real-world machine logs.' The number of variables is not specified.","Black Box Component. This dataset is the most opaque part of UTSD. Its private, non-public nature makes it impossible for external researchers to access, creating a barrier to reproducing the full pre-training and fairly comparing models.",569,2,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
SensorScope,Environmental/Smart Building,Not specified,27038.4 (Average length per series),Not specified,SensorScope Project,Download Public Datasets,"A collection of environmental data, such as temperature, humidity, and solar radiation, collected from a tiered sensor network deployed outdoors. Anomalies often represent sensor malfunctions or extreme weather events.","This dataset is representative of data from wireless sensor networks, where issues like battery death, connectivity loss, or sensor drift are common sources of anomalies.",570,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service,E-commerce / IT Observability,"107 (72 Biz-KPIs, 35 IT Events)",8835,10 seconds,GitHub (Instana),Stan's Robot Shop Repo,"Models an e-commerce user journey in the 'Stan's Robot Shop' sample microservices application. Contains granular business KPIs for individual services (e.g., payment, catalog) and IT events generated via fault injection.","Data must be generated by deploying the application, running a load generator, and capturing metrics with an APM tool. The link points to the source code of the data-generating environment.",571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
SF_hospital_load.csv,Energy,2,8760,Hourly,ourownstory/neuralprophet-data,Link,Hourly electricity load (Electricity:Facility) for a hospital in San Francisco for the year 2015.16,"Used in Neural Prophet tutorials to demonstrate uncertainty quantification via quantile regression, as well as being another subject for AR-Net modeling.19",572,1,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_PV.csv,Energy,2,8760,Hourly,ourownstory/neuralprophet-data,Link,Hourly solar illumination data (GH illum (lx)) for San Francisco for the year 2015.16,"A key Neural Prophet dataset for showcasing advanced autoregression modeling, including AR-Net, sparsity regularization, and creating ARI-like models with lagged regressors.18",573,1,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShakeGestureWiimoteZ,Sensor,1,Unequal,Not specified,"timeseriesclassification.com, cs.ucr.edu",ShakeGestureWiimoteZ Description,This Sensor dataset contains 1-dimensional time series of unequal length from a Wii remote. The classification task is to categorize 'shake' gestures into one of 10 classes.,Donated by J. Guna. It includes 50 instances for training and 50 for testing.,574,6,,,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
ShapeletSim,Simulated,1,500,Not specified,"timeseriesclassification.com, cs.ucr.edu",ShapeletSim Description,A synthetic dataset designed specifically for testing shapelet-based classification algorithms. The binary classification task depends on the presence of a specific shapelet.,Donated by J. Hills & A. Bagnall. It includes 20 instances for training and 180 for testing.,575,6,,,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
ShapesAll,Image,1,512,Not specified,"timeseriesclassification.com, cs.ucr.edu",ShapesAll Description,This dataset contains time series derived from a large variety of shape outlines. The task is to classify a shape into one of 60 different categories.,Donated by J. Hills & A. Bagnall. A 60-class problem with 600 training and 600 testing instances.,576,6,,,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
SHMetro,Transportation,288 stations (inflow/outflow),"~8,832 (for 3 months)",15 minutes,Provided by Lingbo Liu (lingboliu.com),Link,"Metro passenger ridership data from 288 stations in Shanghai, China, from July to September 2016. Measures inflow and outflow every 15 minutes.",A large-scale dataset for public transit passenger flow prediction.23,577,3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,
Skoda,HAR,60,100,10.2 ms (1/98 Hz),"Zappi, P. et al. (2008)",monster-monash/Skoda,"This dataset captures the manipulative gestures of a worker on a car assembly line. A subject wore 19 3D acceleration sensors (totaling 60 channels) on their arms while performing 10 specific gestures (e.g., ""open hood,"" ""write on notepad"") plus a null class. The data was originally sampled at 98 Hz.5","This dataset focuses on fine-grained, short-term gesture recognition rather than broader activities. The challenge lies in distinguishing between rapid, complex arm movements in a specific industrial context. The high number of sensors provides very detailed information about arm kinematics.",578,1,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmallKitchenAppliances,Device,1,720,Not specified,"timeseriesclassification.com, cs.ucr.edu",SmallKitchenAppliances Description,This dataset contains power consumption data. The task is to classify which of 3 small kitchen appliances is in use.,Donated by J. Lines & A. Bagnall. A 3-class problem with 375 training and 375 testing instances.,579,6,,,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
SMAP,Anomaly Detection,Multivariate (55),Unknown,Telemetry-dependent,NASA Jet Propulsion Laboratory,Kaggle NASA Anomaly Detection,"Telemetry anomaly data from the Soil Moisture Active Passive (SMAP) satellite, containing expert-labeled anomalies.","A partner dataset to MSL, providing another real-world aerospace anomaly detection benchmark. The pre-processed version is available from the TSLib project's cloud storage.1",580,3,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
SMART*,Energy,Varies (multiple homes and buildings),Varies,Varies (minute-level to hourly),UMass Amherst (Smart* Project),Link,"A collection of datasets from several real homes and commercial buildings, including detailed electrical usage (aggregate and circuit-level), environmental data (temp, humidity), and operational data.","A rich, multi-modal dataset suite used in the BuildingsBench evaluation platform.4",581,3,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,
SMD,AIOps / IT Operations,Multivariate (38),~1.4M total across 28 machines,Not explicitly stated,NetManAIOps / Tsinghua University,https://github.com/NetManAIOps/OmniAnomaly,The Server Machine Dataset (SMD) is a 5-week-long dataset collected from 28 machines at a large internet company. Each machine is monitored by multiple metrics. Anomalies represent server failures.,"Series Length (100) refers to typical window length for anomaly detection. Each of 28 subsets trained/tested separately. Train/Val/Test splits: (566724, 141681, 708420). Kaggle:",582,4,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
SMD (Server Machine Dataset),IT Operations/Server Monitoring,Not specified,25562.3 (Average length per series),Not specified,Large Internet company,Download Public Datasets,is a 5-week-long dataset collected from a large Internet company. This dataset contains 3 groups of entities from 28 different machines.,Not specified,583,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SML2010,Energy / Smart Home,23,4137,1 minute,UCI Machine Learning Repository,Link to Data,"Data from a monitoring system in a smart home over ~40 days. Includes 17 sensor readings (temperature, CO2, light, etc.) and weather data from a nearby airport. The target is typically room temperature prediction.3","A practical dataset for modeling indoor environmental conditions. It combines indoor sensor data with external weather data, making it suitable for building predictive models for energy management systems (e.g., HVAC control).",584,2,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,
SmoothSubspace,Simulated,1,15,Not specified,"timeseriesclassification.com, cs.ucr.edu",SmoothSubspace Description,This Simulated dataset contains 1-dimensional time series. The classification task is to categorize instances into one of 3 classes.,Donated by X. Huang. It includes 150 instances for training and 150 for testing.,585,6,,,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
SO,Enterprise Resource Planning (ERP) / Logistics,"45 (13 Biz-KPIs, 32 IT Events)",20475,1 hour,SAP / IBM (Inferred),Not Available,"Pertains to the Sales Order (SO) process, including creation, delivery, and invoicing. Uniquely includes external environmental metrics (e.g., weather) treated as auxiliary IT events.","This dataset is not publicly available. Replication requires synthesizing a dataset that fuses standard sales order data with an external data source, such as weather APIs, to mimic the described characteristics.",586,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
Solar (5 Min.),Energy/Renewable Energy,1 (univariate time series),"min 105120, avg 105120, max 105120",5 minutes (5min),NREL's Solar Power Data for Integration Studies,https://dl.leima.is/time-series/timeseries-datasets.nrel-solar-energy/,"Synthetic solar photovoltaic (PV) power plant data points for the US in 2006, with a 5-minute frequency. Intended for solar integration studies.","Data is synthetic, generated to simulate power production from hypothetical solar plants, and captures high-frequency fluctuations. 1",587,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,X,,,X,,Y,,,,,,,,,,,,,,,,,,,,,,
Solar (Hourly),Energy/Renewable Energy,"8 (PV Output, Irradiance types, Sun Height, Temp, Wind Speed)","min 8760, avg 8760, max 8760",1 Hour (1H),NREL's Solar Power Data for Integration Studies,https://dl.leima.is/time-series/timeseries-datasets.nrel-solar-energy/,"Hourly solar radiation and other data for PV power calculation, including PV power output, global/direct/diffuse/reflected in-plane irradiance, sun height, air temperature, and wind speed. 21","This dataset provides a lower-frequency, smoothed representation of the 5-minute solar power data. 1",588,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,X,,,X,,Y,,,,,,,,,,,,,,,,,,,,,,
Solar dataset,Energy (Solar Irradiance),"Varies (e.g., GHI, DNI, DIF, Ambient Temp, Wind Speed, Particulate Matter) [9, 10]","Varies (e.g., 1998-current day for SolarAnywhere) [11]","15-minute, 30-minute, or hourly [11]","Monash Time Series Forecasting Archive (Godahewa et al., 2021)",SolarAnywhere Website,Includes 137 time series reflecting solar power production every 10 minutes in Alabama during 2006. Also mentions 6000 simulated time series for 5-minute solar power and hourly forecasts of photovoltaic power plants in the U.S. in 2006.,"Used by TimeMixer.[3] Specific source for the ""Solar"" dataset used in TimeMixer is not explicitly linked beyond general download portals. Information based on general solar data providers.",589,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar-Energy,Energy / Renewable,137,52560,10 minutes,Zenodo / Monash Repository,solar_10_minutes_dataset.tsf,"An aggregated subset of a larger NREL dataset, this contains the solar power production of 137 photovoltaic plants in Alabama, USA, recorded every 10 minutes for the year 2006.","Represents another high-dimensional energy forecasting problem driven by meteorological factors. The data is simulated, providing a clean yet complex environment.",590,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
solar_10_minutes,Energy,>1 (Multivariate),137 series,10T (10 minutes),Monash Time Series Forecasting Repository,https://huggingface.co/datasets/Monash-University/monash_tsf,Contains 137 time series representing solar power production recorded every 10 minutes for plants in Alabama in 2006. Aggregated from original 5-minute data.,"16 This dataset's inclusion is why fine-tuning on public ""solar"" datasets is discouraged, as it would not be a true test of generalization.",591,7,,,,,,,X,,,,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,Y,Y,,,,,
solar_4_seconds,Energy,1 (univariate),"~7,400,000",4S (4 seconds),Monash Time Series Forecasting Repository,https://huggingface.co/datasets/Monash-University/monash_tsf,"A single, extremely long time series of solar power production, with observations recorded every 4 seconds. This dataset was curated by the Monash repository authors to provide a benchmark for very high-frequency data analysis.",The inclusion of this dataset is a deliberate stress test for the model's ability to handle extreme temporal granularity and very long-range dependencies. It pushes the boundaries of the Transformer's attention mechanism and is essential for applications in high-frequency trading or IoT sensor monitoring.,592,5,,,,,,,X,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,
solar_power,Energy & Power,Univariate (Power Output).,Varies. One source covers 1965-2024.31,"Varies (10-min, hourly, yearly) 31",Qingren/TSFM-ScalingLaws-Dataset,https://ourworldindata.org/grapher/solar-energy-consumption,"General solar power generation data, often at an aggregated level (national/regional). Captures large-scale trends in solar energy adoption and generation.31","Provides exposure to longer-term trends and lower-frequency seasonality related to large-scale energy systems, complementing high-frequency residential data.",593,3,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
solar_power_4_seconds,Energy,1 (Univariate),7397222,4 Seconds,Zenodo,Zenodo Record,"An extremely high-frequency single time series of solar power output, with measurements taken every 4 seconds.",Curated by archive authors. Part of the common TSF-32 subset.,594,3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,
solar_weekly,Energy,>1 (Multivariate),137 series,"1W-SUN (Weekly, Sunday)",Monash Time Series Forecasting Repository,https://huggingface.co/datasets/Monash-University/monash_tsf,"A weekly aggregated version of the solar power production dataset, containing 137 time series.","Allows for the study of longer-term solar generation trends, abstracting away the high-frequency volatility.",595,7,,,,,,,X,,,,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,Y,Y,,,,,
SolarPlant,Unknown,Unknown,Unknown,Unknown,Unknown,Not Available,"A dataset for forecasting tasks, included in Merlion's ts_datasets.forecast module. 11",Comprehensive Catalog of Merlion Forecasting Datasets No detailed information is available in the documentation. Requires direct data inspection after loading to determine its characteristics.,596,1,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SonyAIBORobotSurface1,Sensor,1,70,Not specified,"timeseriesclassification.com, cs.ucr.edu",SonyAIBORobotSurface1 Description,This dataset contains sensor readings from a Sony AIBO robot dog walking on different surfaces. The binary classification task is to distinguish between two surfaces.,"Donated by D. Vail, M. Velso & E. Keogh. It includes 20 instances for training and 601 for testing.",597,6,,,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
SonyAIBORobotSurface2,Sensor,1,65,Not specified,"timeseriesclassification.com, cs.ucr.edu",SonyAIBORobotSurface2 Description,A second dataset of sensor readings from a Sony AIBO robot dog. The binary classification task is to distinguish between two surfaces.,"Donated by D. Vail, M. Velso & E. Keogh. It includes 27 instances for training and 953 for testing.",598,6,,,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
Southern California Nowcasting Dataset (as binned time series),Earthquake Forecasting (Seismology),1 (Logarithm of energy released) per spatial bin,1000,14 days (biweekly),Southern California Earthquake Data Center (SCEDC),Primary Data:  Processing Code: https://github.com/ss15859/EarthquakeNPP,"A time-series representation derived from raw earthquake catalogs, covering Southern California from 1986-2024. The region is divided into 2400 spatial bins of 0.1x0.1 degrees, with analysis focused on the 500 most active bins. The variable is the logarithm of seismic energy released in each bin during each 14-day period.","This represents the pre-processed, binned format of the data, making it suitable for standard time-series models (e.g., LSTM, Transformers). It is a specific application/formulation of the underlying point-process data. Described in papers [1] and.[2]",599,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
spanish_energy_and_weather,Time Series (Energy/Weather),"N/A (implied electrical consumption, generation, pricing, weather data)","min 35064, avg 35064, max 35064",1 Hour (1H),"Hugging Face (autogluon/chronos_datasets_extra) / Original sources: ENTSOE, Red Electric España, Open Weather API",https://www.kaggle.com/datasets/nicholasjhana/energy-consumption-generation-prices-and-weather,"4 years of hourly electricity consumption, generation, pricing, and weather data for Spain. Electricity data is for all of Spain, while weather data is provided for 5 major Spanish cities.","This multivariate dataset includes critical energy market indicators alongside detailed meteorological variables such as temperature, pressure, humidity, wind speed and direction, and precipitation. 1",600,6,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,X,,,X,,Y,,,,,,,,,,,,,,,,,,,,,,
SpokenArabicDigits,Speech Recognition,13,93 (per series),N/A (Feature-dependent),UEA & UCR Time Series Classification Repository,SpokenArabicDigits Description,Recordings of spoken Arabic digits (0-9) from multiple speakers. The 13 variables are Mel-Frequency Cepstral Coefficients (MFCCs). The task is to identify the spoken digit.,"Series Length (93) refers to the length of individual series instances. Train/Val/Test splits: (6599, 0, 2199). aeon formatted ts files:",601,9,,,,,,,,Y,X,,,,,,,Y,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,X,,,Y,,,,,
StandWalkJump,HAR,4,2500,Uniform,timeseriesclassification.com,Link,"Motion capture data from a subject performing three actions: standing, walking, and jumping. The 4 variables are the x, y, z coordinates and a confidence value from a single motion tracker.","A simple HAR problem with very long time series. It is useful for testing the scalability of algorithms and their ability to identify distinct, short events (jump) within a long recording that also contains periodic (walk) and static (stand) phases.",602,5,,,,,,,,Y,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
StarLightCurves,Nature,1,9.46,Not specified,"timeseriesclassification.com, cs.ucr.edu",StarLightCurves Description,"This dataset contains light curves from stars, which measure brightness over time. The task is to classify the star into one of 3 types (e.g., variable, non-variable).","Adds astronomical time series to the collection, diversifying the domains and introducing patterns from astrophysics.",603,7,,,,,,X,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
STEW,EEG,14,256,7.8125 ms (1/128 Hz),IEEE DataPort: STEW dataset 11,monster-monash/STEW,"This dataset contains raw 14-channel EEG recordings from 48 participants engaged in a multitasking workload experiment. The data was sampled at 128 Hz. The task is a binary classification of the participant's perceived mental workload, labeled as ""high"" or ""low"" based on their self-reported ratings.5","This dataset is focused on cognitive state monitoring. The challenge is to identify EEG patterns that correlate with mental workload. As with other EEG datasets, high inter-subject variability is a key difficulty. The cross-validation folds are split by participant to ensure the model generalizes to new users.12",604,1,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stock Forecasting,Finance,2 (Index Price),2400,Daily,Yahoo Finance / Kaggle,S&P 500 Kaggle,Daily stock prices for the Nasdaq Composite and S&P 500 indices from July 2014 to June 2019.,"The LPTM paper uses the first 800 trading days for pre-training. The data likely consists of the two main index values (^IXIC, ^GSPC), not all constituent stocks.",605,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
Strawberry,Spectro,1,235,Not specified,"timeseriesclassification.com, cs.ucr.edu",Strawberry Description,This dataset contains near-infrared spectroscopy data of strawberries. The binary classification task is to determine if the strawberries are ripe or not.,Donated by A. Bagnall. A binary classification problem with 613 training and 370 testing instances.,606,6,,,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
subseasonal,Climate & Weather,"Multivariate (temp, precip forecasts).","Daily data, often aggregated over 14-day periods.43","Daily, with 2-6 week forecast lead times 44",Microsoft / SubseasonalClimateUSA,https://github.com/microsoft/subseasonal_data,"A dataset of ground-truth measurements and forecasts from multiple operational dynamical models (e.g., CFSv2, ECMWF) for benchmarking subseasonal forecasting.43","This dataset is unique as it contains forecasts as data. Training on this allows TimesFM to learn the error characteristics and biases of physical forecast models, a powerful feature.",607,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
Sunspot dataset,Nature,1 (univariate),1 series,1D (Daily),"Monash Time Series Forecasting Archive (Godahewa et al., 2021)",https://huggingface.co/datasets/Monash-University/monash_tsf,"A very long univariate time series of daily sunspot numbers, a key indicator of solar activity. The data spans over two centuries.","Famous for its distinct, long-term cyclical patterns (approx. 11 years), it tests a model's ability to capture non-stationary, long-range cycles.",608,8,,,,,,X,X,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,Y,,,,,
sunspot_daily_with_missing_values,Nature,1 (Univariate),73931,Daily,Zenodo,Zenodo Record,A very long single time series of daily sunspot counts. This version contains the original missing values.,Contains missing values.,609,3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,
sunspot_daily_without_missing_values,Nature,1 (Univariate),73931,Daily,Zenodo,Zenodo Record,A very long single time series of daily sunspot counts. Missing values have been imputed.,Missing values imputed. Part of the common TSF-32 subset (as 'sunspot').,610,3,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,
SunspotsDataset,Astrophysics / Climatology,Univariate: Sunspots (Monthly mean total sunspot number),2820,Monthly,"SILSO, World Data Center",The ultimate source is the Sunspot Index and Long-term Solar Observations (SILSO) at the Royal Observatory of Belgium.32 The,darts version is the monthly series from 1749 to 1983.,AllGestureWiimoteZ Description This Sensor dataset contains 1-dimensional time series of unequal length. The classification task is to categorize gesture data from a Wii remote's Z-axis into one of 10 classes.,611,1,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVDB,Medical/Healthcare,Not specified,230400.0 (Average length per series),~2.78 ms (360 Hz),MIT-BIH Arrhythmia Database,Download Public Datasets,The MIT-BIH Supraventricular Arrhythmia Database includes 78 half-hour ECG recordings chosen to supplement the examples of supraventricular arrhythmias in the main MIT-BIH Arrhythmia Database.,"This dataset provides additional, less common examples of arrhythmias, enriching the set of cardiac anomalies the model is trained on.",612,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWaT,"Anomaly Detection, ICS Security",51,Unknown (11 days total),1 Second,iTrust SUTD / ngoclesydney GitHub,iTrust SUTD SWaT Info,"Secure Water Treatment (SWaT) dataset, a high-fidelity replica of a six-stage water treatment facility. Contains normal operational data and records of cyber-physical attacks.","Series Length (100) refers to typical window length for anomaly detection. 7 days normal, 4 days attack data. Train/Val/Test splits: (396000, 99000, 449919). ngoclesydney GitHub:",613,2,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
SwedishLeaf,Image,1,128,Not specified,"timeseriesclassification.com, cs.ucr.edu",SwedishLeaf Description,This dataset contains outlines of leaves from 15 different species of Swedish trees. The task is to classify the tree species based on the leaf shape.,Donated by S. Soderkvist. A 15-class problem with 500 training and 625 testing instances.,614,6,,,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
Symbols,Image,1,398,Not specified,"timeseriesclassification.com, cs.ucr.edu",Symbols Description,This dataset contains outlines of 6 different symbols. The task is to classify the symbol based on its shape.,Donated by E. Keogh & J. Brady. A 6-class problem with 25 training and 995 testing instances.,615,6,,,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
Synthetic,"LLM behavior, Data Generation",Not specified (variable),Not specified (variable),Not specified (variable),LLM-time GitHub Repository,LLM-time GitHub,"Artificially created time series data, likely generated for specific experiments to understand LLM-time's behavior and capabilities in controlled settings. Used to explore LLM preferences for input sequences.",Used for Section 5 experiments in LLM-time paper. LLMs perform better on synthetic datasets with higher trend or seasonal strengths.,616,2,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic (TimeBench),Synthetic Data,Varies,0.5B,Varies,Generated using KernelSynth,Display Text: Ansari et al. (2024) URL:,"A synthetic dataset generated using the KernelSynth methodology. This technique employs Gaussian processes with a diverse bank of kernels to create realistic time series with a wide range of patterns, including different trends, seasonalities, and noise levels.","This component is not for volume but for targeted ""pattern diversity enhancement."" It likely fills in temporal dynamics that are underrepresented in the real-world datasets, improving model robustness.",617,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
